unit_id,sair_number,sair_letter,sair_title,unit_order,unit_type,text_arabic,transliteration_latin,translation_indonesian,text_gorontalo,doc_pages,pdf_pages
sair_03_unit_07,3,c,Sair Ketiga,7,prosa_hikayat_indonesia,قِيْلَ لَمَّا أَرَادَ اللهُ عَزَّ وَجَلَّ ظُهُوْرَ خَيْرِ خَلْقِهِ مُحَمَّدٍ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ * أَمَرَ جِبْرِيْلَ أَنْ يَقْبِضَ طِيْنَتَهُ مِنْ مَكَانِ قَبْرِهِ الْكَرِيْمِ * فَقَبَضَهَا ثُمَّ طَافَ بِهَا جَنَّاتِ النَّعِيْمِ * وَغَمَسَهَا فِي أَنْهَارِ التَّسْنِيْمِ * وَأَقْبَلَ بِهَا بَيْنَ يَدَيِ اللهِ الْعَلِيِّ الْعَظِيْمِ.,Qīla lammā arādal-lāhu 'azza wa jalla ẓuhūra khairi khalqihī Muhammad ṣallal-lāhu 'alaihi wa sallam. Amara jibrīla an yaqbiḍa ṭīnatahu min makān qabrihil-karīm. Faqabaḍahā ṡumma ṭāfa bihā jannātin-na'īm. Wa gamasahā fī anhārit-tasnīm. Wa aqbala bihā baina yadayil-lāhil-'aliyyil-'aẓīm.,"Diriwayatkan: Tatkala Allah 'Azza wa Jalla berkehendak menzahirkan sebaik-baik makhluk-Nya, Nabi Muhammad SAW, Allah memerintahkan Malaikat Jibril untuk mengambil segenggam tanah dari tempat kubur mulianya (di Madinah kelak). Jibril mengambil tanah suci itu, lalu membawanya berthawaf mengelilingi surga An-Na'im, mencelupkannya ke dalam sungai surga Tasnim dan telaga Kautsar, lalu menghadapkannya ke hadirat Allah Yang Maha Luhur lagi Maha Agung. Dari cahaya tanah suci itu memancarlah nur segenap para Nabi terdahulu.",,41-47,44-50
sair_03_unit_08,3,c,Sair Ketiga,8,prosa_hikayat_indonesia,نَادَاهُ لِسَانُ الْمَشِيْئَةِ يَا عَبْدَ اللهِ مَا يَصْلُحُ كَنْزًا لِمَا حَمَلْتَ مِنَ الْوَدِيْعَةِ إِلَّا أَحْشَاءُ آمِنَةَ الْمَنِيْعَةِ * الْمُطَهَّرَةِ مِنَ الدَّنَسِ وَالْأَكْدَارِ * سَيِّدَةِ نِسَاءِ بَنِي النَّجَّارِ * اجْتَمَعَ شَمْلُهُ بِشَمْلِهَا وَاتَّصَلَ حَبْلُهُ بِحَبْلِهَا * وَسَطَعَ نُوْرُ النَّبِيِّ فِي جَبِيْنِهَا.,"Nādahu lisānul-masyī'ati: yā 'abdal-lāhi mā yaṣluhu kanzan limā hamalta minal-wadī'ati illā ahsyā'u āminatal-manī'ah, almuṭahharati minad-danasi wal-akdār, sayyidati nisā'in banīn-najjār. Ijtama'a syamluhū bi syamlihā wat-taṣala habluhū bi hablihā, wa saṭa'a nūrun-nabiyyi fī jabīnihā.","Berserulah lisan kehendak Ilahi kepada Abdullah: ""Wahai Abdullah, tiada patut tempat perbendaharaan bagi titipan agung yang engkau bawa melainkan rahim Siti Aminah yang terpelihara mulia, yang telah disucikan dari segala cela dan noda, penghulu para wanita keturunan Bani Najjar."" Maka bersatulah ikatan suci pernikahan Abdullah dan Siti Aminah, dan memancarlah cahaya kenabian Muhammad SAW pada dahi Siti Aminah.",,41-47,44-50
sair_03_unit_09,3,c,Sair Ketiga,9,prosa_hikayat_indonesia,أَوَّلُ شَهْرٍ مِنْ شُهُوْرِ حَمْلِهَا أَتَاهَا فِي الْمَنَامِ آدَمُ * وَأَعْلَمَهَا أَنَّهَا حَمَلَتْ بِأَجَلِّ الْعَالَمِ * وَالشَّهْرُ الثَّانِي أَتَاهَا فِي الْمَنَامِ إِدْرِيْسُ * وَأَخْبَرَهَا بِفَخْرِ مُحَمَّدٍ وَقَدْرِهِ النَّفِيْسِ.,Awwalu syahrin min syuhūri hamlihā atāhā fil-manāmi ādam; wa a'lamahā annahā hamalat bi ajallil-'ālam. Asy-syahruṡ-ṡānī atāhā fil-manāmi idrīs; wa akhbarahā bi fakhri muhammadin wa qadrihin-nafīs.,"Kunjungan Bulan Ke-1 & Ke-2: Pada bulan pertama masa kehamilannya, datanglah dalam mimpi Siti Aminah Nabiyullah Adam AS, memberitahukan bahwa ia sedang mengandung penghulu semesta alam. Pada bulan yang kedua, datanglah Nabiyullah Idris AS, mengabarkan kemegahan martabat dan kedudukan Nabi Muhammad SAW yang teramat luhur.",,41-47,44-50
sair_03_unit_10,3,c,Sair Ketiga,10,prosa_hikayat_indonesia,وَالشَّهْرُ الثَّالِثُ أَتَاهَا فِي الْمَنَامِ نُوْحٌ * وَقَالَ لَهَا إِنَّكِ قَدْ حَمَلْتِ بِصَاحِبِ النَّصْرِ وَالْفُتُوْحِ * وَالشَّهْرُ الرَّابِعُ أَتَاهَا فِي الْمَنَامِ إِبْرَاهِيْمُ الْخَلِيْلُ * وَذَكَرَ لَهَا فَضْلَ مُحَمَّدٍ وَمَحَلَّهُ الْجَلِيْلَ.,Asy-syahruṡ-ṡāliṡu atāhā fil-manāmi nūh; wa qāla lahā innaki qad hamalti bi ṣāhibin-naṣri wal-futūh. Asy-syahrur-rābi'u atāhā fil-manāmi ibrāhīmul-khalīl; wa żakara lahā faḍla muhammadin wa mahallahul-jalīl.,"Kunjungan Bulan Ke-3 & Ke-4: Pada bulan yang ketiga, datanglah Nabiyullah Nuh AS, memberitahu bahwa Aminah mengandung pembawa pertolongan agung dan kemenangan besar. Pada bulan yang keempat, datanglah Nabiyullah Ibrahim Al-Khalil AS, menyebutkan keutamaan Rasulullah dan kedudukannya yang maha mulia di sisi Allah.",,41-47,44-50
sair_03_unit_11,3,c,Sair Ketiga,11,prosa_hikayat_indonesia,وَالشَّهْرُ الْخَامِسُ أَتَاهَا فِي الْمَنَامِ إِسْمَاعِيْلُ * وَبَشَّرَهَا أَنَّ ابْنَهَا صَاحِبُ الْمَهَابَةِ وَالتَّبْجِيْلِ * وَالشَّهْرُ السَّادِسُ أَتَاهَا فِي الْمَنَامِ مُوْسَى الْكَلِيْمُ * وَأَعْلَمَهَا بِرُتْبَةِ مُحَمَّدٍ وَجَاهِهِ الْعَظِيْمِ.,Asy-syahrul-khāmisu atāhā fil-manāmi ismā'īl; wa basysyarahā annab-nahā ṣāhibul-mahābati wat-tabjīl. Asy-syahrus-sādisu atāhā fil-manāmi mūsāl-kalīm; wa a'lamahā bi rutbati muhammadin wa jāhihil-'aẓīm.,"Kunjungan Bulan Ke-5 & Ke-6: Pada bulan yang kelima, datanglah Nabiyullah Ismail AS, membawa kabar gembira bahwa putranya adalah pemilik kewibawaan dan penghormatan tertinggi. Pada bulan yang keenam, datanglah Nabiyullah Musa Al-Kalim AS, memberitahukan ketinggian martabat dan wibawa agung Nabi Muhammad SAW.",,41-47,44-50
sair_03_unit_12,3,c,Sair Ketiga,12,prosa_hikayat_indonesia,وَالشَّهْرُ السَّابِعُ أَتَاهَا فِي الْمَنَامِ دَاوُدُ * وَأَعْلَمَهَا أَنَّ ابْنَهَا صَاحِبُ الْمَقَامِ الْمَحْمُوْدِ * وَالشَّهْرُ الثَّامِنُ أَتَاهَا فِي الْمَنَامِ سُلَيْمَانُ * وَبَشَّرَهَا أَنَّهُ سَيِّدُ الْإِنْسِ وَالْجَانِّ.,Asy-syahrus-sābi'u atāhā fil-manāmi dāwud; wa a'lamahā annab-nahā ṣāhibul-maqāmil-mahmūd. Asy-syahruṡ-ṡāminu atāhā fil-manāmi sulaimān; wa basysyarahā annahū sayyidul-insi wal-jān.,"Kunjungan Bulan Ke-7 & Ke-8: Pada bulan yang ketujuh, datanglah Nabiyullah Dawud AS, memberitahukan bahwa janin yang dikandungnya adalah pemilik al-Maqām al-Mahmūd (kedudukan tertinggi yang terpuji). Pada bulan yang kedelapan, datanglah Nabiyullah Sulaiman AS, mengabarkan bahwa putranya kelak adalah penghulu segenap manusia dan jin.",,41-47,44-50
sair_03_unit_13,3,c,Sair Ketiga,13,prosa_hikayat_indonesia,وَالشَّهْرُ التَّاسِعُ أَتَاهَا فِي الْمَنَامِ عِيْسَى الْمَسِيْحُ * وَقَالَ لَهَا إِنَّكِ قَدْ خُصِّصْتِ بِمُظْهِرِ الدِّيْنِ الصَّحِيْحِ وَاللِّسَانِ الْفَصِيْحِ * وَكُلُّ وَاحِدٍ مِنْهُمْ يَقُوْلُ لَهَا فِي نَوْمِهَا: يَا آمِنَةُ، إِذَا وَضَعْتِ شَمْسَ الْفَلَاحِ وَالْهُدَى فَسَمِّيْهِ مُحَمَّدًا!,"Asy-syahrut-tāsi'u atāhā fil-manāmi 'īsal-masīh; wa qāla lahā innaki qad khuṣṣiṣti bi muẓhirid-dīniṣ-ṣahīh wal-lisānil-faṣīh. Wa kullu wāhidin minhum yaqūlu lahā fī naumihā: yā āminatu, iżā waḍa'ti syamsal-falāhi wal-hudā fasammīhi Muhammadā!","Kunjungan Bulan Ke-9 & Wasiat Penamaan: Pada bulan yang kesembilan, datanglah Nabiyullah Isa Al-Masih AS, berkata kepada Aminah: ""Sesungguhnya engkau dikhususkan melahirkan penegak agama yang benar dan pemilik lisan yang paling fasih."" Dan seluruh nabi suci itu serempak berpesan dalam mimpinya: ""Wahai Siti Aminah, apabila engkau telah melahirkan matahari keberuntungan dan petunjuk semesta itu, maka namailah dia MUHAMMAD!""",,41-47,44-50
sair_03_unit_14,3,c,Sair Ketiga,14,prosa_hikayat_indonesia,فَلَمَّا آنَ أَوَانُ وَفَاءِ عَهْدِهِ طَلَعَ فِي الْأَكْوَانِ طَالِعُ سَعْدِهِ * وَنُشِرَ عَلَمُ الْفُتُوَّةِ لِظُهُوْرِ خَاتَمِ النُّبُوَّةِ * وَأَشْرَقَتْ عَلَيْهِ الْأَنْوَارُ وَفَاضَتِ الْبَرَكَاتُ فِي الْأَقْطَارِ.,Falammā āna awānu wafā'i 'ahdihī ṭala'a fil-akwāni ṭāli'u sa'dihī; wa nusyira 'alamul-futuwwati liẓuhūri khātamin-nubuwwah; wa asyraqat 'alaihil-anwāru wa fāḍatil-barakātu fil-aqṭār.,"Maka tatkala tiba saat pemenuhan janji suci Ilahi, terbitlah di segenap penjuru cakrawala bintang keberuntungan dan kebahagiaan. Dikibarkan panji-panji kemuliaan menyambut kehadiran penutup para nabi, terpancarlah cahaya-cahaya suci dan melimpahlah keberkahan di seluruh negeri.",,41-47,44-50
sair_03_unit_15,3,c,Sair Ketiga,15,jabu_refrein,اللهُ وَلِيٌّ اللهُ وَلِيٌّ نِعْمَ الْوَلِيُّ * اللهُ مَوْلَى يَا رَبَّنَا صَلُّوْا عَلَى هٰذَا النَّبِيِّ وَمُحَمَّدٍ اللهُ سَيِّدِيْ وَاغْفِرْ لَنَا,Allāhu walī 2x ni'mal-walī Allāhu maulā yā rabbanā; ṣallū 'alā hāżan-nabiyyi wa muhammadi allāhu sayyidī wa gafirlanā. (Jābu),"Allah adalah Pelindung, sebaik-baik Pelindung; Allah Penghulu wahai Tuhan kami; Bersalawatlah kalian kepada Nabi ini, Muhammad SAW; Allah adalah Junjunganku dan ampunilah dosa-dosa kami.",,41-47,44-50
sair_04_unit_01,4,d,Sair Keempat,1,puisi_sair,"وُلِدَ الْحَبِيْبُ وَخَدُّهُ مُتَوَرِّدُ * وَالنُّوْرُ مِنْ وَجَنَاتِهِ يَتَوَقَّدُ
وُلِدَ الْحَبِيْبُ وَمِثْلُهُ لَا يُوْلَدُ * وُلِدَ الْحَبِيْبُ وَخَدُّهُ مُتَوَرِّدُ",Wulidal-habību wa khadduhū mutawarrid * wan-nūru min wajanātihi yatawaqqad; wulidal-habību wa miṡluhū lā yūlad * wulidal-habību wa khadduhū mutawarrid.,Kekasih telah lahir dengan pipi yang memerah berseri; dan cahaya dari wajahnya menyala berkilauan; Telah lahir Sang Kekasih yang tiada bandingannya pernah dilahirkan; Kekasih telah lahir dengan rupa yang indah memerah.,,47-50,50-53
sair_04_unit_02,4,d,Sair Keempat,2,jabu_refrein,اللهُ اللهُ اللهُ * اللهُ رَبُّنَا حَيٌّ مَوْلَى * اللهُ اللهُ اللهُ * اللهُ الْمُعِزُّ لَنَا,Allāhu Allāhu Allāhu Allāhu rabbunā; Allāhu Allāhu Allāhul-mu'izzu lanā. (Jābu),Allah Allah Allah Allah Tuhan kami; Allah Allah Allah Yang Memberi Kemuliaan kepada kami.,,47-50,50-53
sair_04_unit_03,4,d,Sair Keempat,3,puisi_sair,"وُلِدَ الَّذِيْ لَوْلَاهُ مَا عُشِقَ النِّقَى * كَلَّا وَلَا ذُكِرَ الْحِمَى وَالْمَعْهَدُ
وُلِدَ الَّذِيْ لَوْلَاهُ مَا ذُكِرَتْ قُبَا * أَصْلًا وَلَا كَانَ الْمُحَصَّبُ يُقْصَدُ",Wulidal-lażi laulāhu mā 'usyiqan-niqā * kallā wa lā żukiral-himā wal-ma'had; Wulidal-lażī laulāhu mā żukirat qubā * aṣlan walā kānal-muhaṣṣabu yuqṣad.,"Telah lahir sosok yang sekiranya bukan karena dia, tanah suci An-Niqa takkan dirindukan, dan tempat perlindungan takkan dikenang; Telah lahir sosok yang sekiranya bukan karena dia, bukit Quba takkan masyhur dan lembah Al-Muhassab takkan diziarahi.",,47-50,50-53
sair_04_unit_04,4,d,Sair Keempat,4,jabu_refrein,صَلُّوْا عَلَى مَنْ جَاءَنَا بِالْبَيِّنَاتِ * أَحْمَدَ مُحَمَّدٍ الْمُصْطَفَى وَنَبِيِّنَا,ṣallū 'alā man jā'anā bil-bayyināt * ahmad muhammad al-muṣṭafā wa nabiyyinā. (Jābu),"Bersalawatlah kalian kepada sosok yang datang membawa bukti-bukti nyata mukjizat; Ahmad Muhammad Sang Terpilih, Nabi kita tercinta.",,47-50,50-53
sair_04_unit_05,4,d,Sair Keempat,5,puisi_sair,"يَا مَوْلِدَ الْمُخْتَارِ كَمْ لَكَ مِنْ ثَنَا * وَمَدَائِحٍ تَعْلُوْ وَذِكْرٍ يُوْجَدُ
هٰذَا الَّذِيْ خَرَقَ السَّمَاوَاتِ الْعُلَى * وَجْهُ الزَّمَانِ بِهِ مُتَوَّجٌ أَمْجَدُ",Yā maulidal-muhtāri kam laka min ṡanā * wa madā'ihin ta'lū wa żikrin yūjad; Hāżāl-lażī kharaqas-samāwātil-'ulā * wajhuz-zamāni bihī mutawwaj.,"Wahai hari kelahiran Sang Terpilih, betapa banyak pujian agung tercurah bagimu dan sebutan luhur dikumandangkan; Dialah sosok agung yang kelak menembus tingginya langit, dan wajah zaman bermahkota kemuliaan karenanya.",,47-50,50-53
sair_04_unit_06,4,d,Sair Keempat,6,jabu_refrein,اللهُ يَا رَحْمٰنُ جُدْ لَنَا بِالْأَعْمَالِ بِالْوَقْتِ الْأَكْوَانِ الْحَبِيْبُ السَّمَاءِ,"Allāhu yā rahmān jud lanā bil-a’māl bil-waqtil-akwān, al-habībus-samā’i. (Jābu)","Allah wahai Yang Maha Pengasih, anugerahilah kami amal saleh sepanjang masa di alam ini, wahai Kekasih penghuni langit.",,47-50,50-53
sair_04_unit_07,4,d,Sair Keempat,7,jabu_refrein,شَرِّفْ كُنَّا لَدَيْنَا مَكَّةَ مَدِيْنَةَ 2× إِمَامَ الْحَرَمَيْنِ 2× نَبِيَّ الثَّقَلَيْنِ,Syarrif kunnā ladainā makkata madīnah 2x imāmul-haramaini 2x nabiyyus-saqalain. (Jābu),"Muliakanlah kami di kota suci Makkah dan Madinah; Wahai Imam Dua Tanah Haram, wahai Nabi bagi sekalian jin dan manusia.",,47-50,50-53
sair_04_unit_08,4,d,Sair Keempat,8,prosa_hikayat_indonesia,وَلَمَّا وُلِدَ النَّبِيُّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ أَشْرَقَتْ لَهُ قُصُوْرُ بِلَادِ الشَّامِ وَأَضَاءَتِ الْأَرْضُ مِنْ مَشْرِقِهَا إِلَى مَغْرِبِهَا وَعَظُمَتْ مَكَّةُ وَشُرِّفَتِ الْمَدِيْنَةُ وَقُبَاءُ وَالْمُحَصَّبُ.,Wa lammā wulidan-nabiyyu ṣallal-lāhu 'alaihi wa sallama asyraqat lahū quṣūru bilādisy-syāmi wa aḍā'atil-arḍu min masyriqihā ilā magribihā wa 'aẓumat makkatu wa syurrifatil-madīnatu wa qubā'u wal-muhaṣṣab.,"Hikayat Kelahiran: Tatkala Nabi Muhammad SAW dilahirkan ke alam dunia, memancarlah cahaya menyinari istana-istana negeri Syam, dan bumi menjadi terang-benderang dari ujung timur hingga ufuk barat. Terangkatlah kemuliaan kota Makkah, termasyhurlah kota Madinah, tanah suci Quba, serta lembah Al-Muhassab sebagai saksi sejarah agung kehadiran penutup para rasul.",,47-50,50-53
sair_04_unit_09,4,d,Sair Keempat,9,jabu_refrein,أَلْفَا صَلُّوْا عَلَى النَّبِيِّ خَاتَمِ الرُّسُلِ الْكِرَامِ * أَحْمَدَ الْهَادِي الَّذِيْ سَيْلِيلَا عَمَّ جُوْدُهُ الْأَنَامَ,Alfa ṣallū 'alan-nabiyyi khātamir-rusulil-kirām * ahmadal-hādiyal-lażī sailila 'amma jūdihil-anām. (Jābu),"Beribu-ribu salawat buat Nabi penutup para rasul yang mulia; Yang terpuji pembawa petunjuk, yang kemurahan kasih sayangnya mengalir meliputi segenap makhluk.",,47-50,50-53
sair_05_unit_01,5,e,Sair Kelima,1,jabu_refrein,أَلْفَا صَلُّوْا عَلَى النَّبِيِّ خَاتَمِ الرُّسُلِ الْكِرَامِ * أَحْمَدَ الْهَادِي الَّذِيْ سَيْلِيلَا عَمَّ جُوْدُهُ الْأَنَامَ,Alfa ṣallū 'alan-nabiyyi khātamir-rusulil-kirām * ahmadal-hādiyal-lażī sailila 'amma jūdihil-anām. (Jābu),"Beribu-ribu salawat tercurah buat Nabi penutup para rasul yang mulia; Yang terpuji pembawa petunjuk, yang kemurahannya mengalir melimpah meliputi sekalian makhluk.",,50-50,53-53
sair_05_unit_02,5,e,Sair Kelima,2,puisi_sair,حَصَلَ الْقَصْدُ وَالْمُرَادُ وَصَفَا الْوَقْتُ وَالْوِدَادُ * وَبِرُؤْيَا مُحَمَّدٍ فَرِحَتْ أَنْفُسُ الْعِبَادِ,Haṣalal-qaṣdu wal-murādu waṣafal-waqtu wal-widādu * wa bi ru'yā muhammadin farihat anfusul-'ibād.,"Yang dituju dan yang dikehendaki telah tercapai, saat yang hening dan cinta kasih telah terwujud; dan dengan memandang keelokan wajah Muhammad, bergembiralah seluruh jiwa para hamba.",,50-50,53-53
sair_05_unit_03,5,e,Sair Kelima,3,prosa_hikayat_indonesia,رَمَقَتْ آمِنَةُ مُحَمَّدًا بِالْبَصَرِ * فَإِذَا فَرْقُهُ كَالصُّبْحِ إِذَا أَسْفَرَ * وَشَعْرُهُ كَاللَّيْلِ إِذَا سَجَى وَاعْتَكَرَ * وَوَجْهُهُ أَضْوَءُ مِنَ الشَّمْسِ وَأَنْوَرُ * أَمَا سَمِعْتَ كَيْفَ انْشَقَّ لَهُ الْقَمَرُ.,Ramaqat āminatu muhammadan bil-baṣar; faiżā farquhū kaṣ-ṣubhi iżā asfar; wa sya'ruhu kal-laili iżā sajā wa'takar; wa wajhuhu aḍwa'u minasy-syamsi wa anwar; amā sami'ta kaifa-nsyaqqa lahul-qamar.,"Pelukisan Keindahan Fisik Nabi I (Fajar, Rambut & Wajah Bersinar): Siti Aminah menatap putranya dengan penuh takjub; Tampaklah belahan rambutnya laksana fajar subuh ketika merekah; Rambut ikalnya hitam legam bagaikan malam hening nan pekat; Wajahnya memancarkan sinar yang jauh lebih terang dan benderang daripada mentari; Tidakkah engkau mendengar betapa rembulan pun terbelah menunduk hormat kepadanya!",,50-50,53-53
sair_05_unit_04,5,e,Sair Kelima,4,prosa_hikayat_indonesia,أَزَجُّ الْحَاجِبَيْنِ أَكْحَلُ الْعَيْنَيْنِ أَقْنَى الْأَنْفِ دَقِيْقُ الشَّفَتَيْنِ * كَأَنَّمَا يَتَبَسَّمُ عَنْ نَضِيْدِ الدُّرَرِ * عُنُقُهُ كَأَنَّهُ إِبْرِيْقُ فِضَّةٍ وَقَدْ فَاقَ عَلَى جِيْدِ الْغَزَالِ * وَقَدُّهُ أَرْشَقُ مِنَ الْغُصْنِ الرَّطِيْبِ إِذَا خَطَرَ * بَيْنَ كَتِفَيْهِ خَاتَمُ النُّبُوَّةِ فَيَا فَوْزَ مَنْ عَايَنَهُ وَنَظَرَ * فَهٰذِهِ قِطْعَةٌ مِنْ بَعْضِ أَوْصَافِ جَمَالِهِ وَأَمَّا كُلُّ كَمَالِهِ فَلَا يُحَدُّ لِوَاصِفٍ وَلَا يُحْصَرُ.,Azajjul-hājibaini akhalul-'ainaini aqnāl-anfi daqīqusy-syafatain; ka annamā yatabassamu 'an naḍīdid-durar; 'unuquhū ka annahū ibrīqu fiḍḍatin waqad fāqa 'alā jīdil-gazāl; waqadduhū arsyaqu minal-guṣnir-raṭībi iżā khaṭar; baina katifaihi khātamun-nubuwwati fayā fauza man 'āyanahū wa naẓar; fa hażihi qiṭ'atun min ba'ḍi auṣāfi jamālih; wa ammā kullu kamālihī falā yuhaddu liwāṣifin walā yuhṣar.,"Pelukisan Keindahan Fisik Nabi II (Paras Elok & Tanda Kenabian): Alisnya melengkung indah bagai busur, kedua matanya bercelak alami, hidungnya mancung anggun, bibirnya tipis menawan; Seolah-olah saat tersenyum memperlihatkan untaian permata yang tersusun rapi; Jenjang lehernya indah laksana kendi perak yang melampaui keindahan leher kijang; Postur tubuhnya tegak lentur lebih anggun dari dahan segar yang meliuk ditiup semilir angin; Di antara kedua belikat pundaknya terdapat Cap Kenabian (Khātamun-Nubuwwah); Sungguh beruntung orang yang memandang dan menyaksikannya! Inilah sekelumit dari sifat keindahannya, sedangkan hakikat kesempurnaannya tiada sanggup terjangkau oleh pujian kata-kata.",,50-50,53-53
sair_05_unit_05,5,e,Sair Kelima,5,jabu_refrein,مُحَمَّدٌ مُحَمَّدٌ بِبَدْرِ التَّمَامِ * مُحَمَّدٌ مُحَمَّدٌ عَلَيْهِ سَلَامٌ,Muhammad muhammad bi badrit-tamām; Muhammad muhammad 'alaihi salām. (Jābu),"Muhammad, Muhammad laksana bulan purnama yang sempurna; Muhammad, Muhammad semoga tercurah atasnya keselamatan.",,50-50,53-53
sair_06_unit_01,6,f,Sair Keenam,1,puisi_sair,فِيْ مِثْلِ حُسْنِكَ تُعْذَرُ الْعُشَّاقُ * وَتُمَدُّ خَاضِعَةً لَكَ الْأَعْنَاقُ,Fi miṡli husnika tu'żarul-'usysyāq; wa tumaddu khāḍi'atan lakal-a'nāq.,"Memandang keindahan sepertimu, pantaslah orang-orang yang mabuk cinta dimaklumi; dan leher-leher tertunduk pasrah penuh takjub di hadapan kemuliaanmu.",,50-53,53-56
sair_06_unit_02,6,f,Sair Keenam,2,puisi_sair,قَدْ فَاقَ حُسْنُكَ لِلْوُجُوْدِ بِأَسْرِهِ * حَتَّى أَضَاءَ بِنُوْرِكَ الْآفَاقُ,Qad fāqa husnuka lilwujūdi bi asrihi; hattā aḍā'a bi nūrikal-afāq.,Sungguh keelokanmu telah melampaui keindahan seluruh alam semesta; hingga segenap ufuk cakrawala menjadi gemilang benderang oleh pantulan cahayamu.,,50-53,53-56
sair_06_unit_03,6,f,Sair Keenam,3,header_dan_pembuka,اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى سَيِّدِنَا مُحَمَّدٍ,Allāhumma ṣalli wa sallim 'alā sayyidinā muhammad,"Ya Allah, limpahkanlah salawat dan keselamatan kepada junjungan kami Nabi Muhammad.",,50-53,53-56
sair_06_unit_04,6,f,Sair Keenam,4,prosa_hikayat_indonesia,فَوُلِدَ النَّبِيُّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ مَكْحُوْلَ الْعَيْنَيْنِ مَقْطُوْعَ السَّرَّةِ مَخْتُوْنًا * فَتَلَقَّتْهُ الْمَلَائِكَةُ بِالْإِكْرَامِ * وَطَافُوْا بِهِ فِي السَّمَاوَاتِ السَّبْعِ وَالْأَرْضِ وَالْبِحَارِ * ثُمَّ رَدُّوْهُ إِلَى أُمِّهِ آمِنَةَ أَسْرَعَ مِنْ طَرْفَةِ عَيْنٍ.,Fawulidan-nabiyyu ṣallal-lāhu 'alaihi wa sallama mak-hūlal-'ainaini maqṭū'as-sarrah makhtūnā; fatalaqqathul-malā'ikatu bil-ikrām; wa ṭāfū bihī fis-samāwātis-sab'i wal-arḍi wal-bihār; ṡumma raddūhu ilā ummihī āminata asra'a min ṭarfati 'ain.,"Mukjizat Kelahiran: Maka lahirlah Nabi kekasih Allah SAW dalam keadaan kedua matanya telah bercelak alami, telah terputus tali pusatnya, dan telah berkhitan rapi. Beliau disambut dengan penuh penghormatan oleh para malaikat, lalu dibawa berkeliling memperkenalkannya kepada penghuni tujuh lapis langit, hamparan bumi, serta kedalaman lautan. Kemudian para malaikat mengembalikannya ke pangkuan ibunda Siti Aminah lebih cepat dari sekejap mata.",,50-53,53-56
sair_06_unit_05,6,f,Sair Keenam,5,prosa_hikayat_indonesia,وَرَوَى مُحَمَّدُ بْنُ سَعِيْدٍ عَنْ جَمَاعَةٍ مِنْ أَهْلِ الْعِلْمِ أَنَّ آمِنَةَ قَالَتْ: لَمَّا حَمَلْتُ بِهِ فَمَا وَجَدْتُ لَهُ مَشَقَّةً وَلَا تَعَبًا * وَأَنَّهُ لَمَّا فُصِلَ عَنْهَا خَرَجَ مَعَهُ نُوْرٌ أَضَاءَتْ لَهُ قُصُوْرُ الشَّامِ وَمَا بَيْنَ الْمَشْرِقِ وَالْمَغْرِبِ * وَوَقَعَ عَلَى الْأَرْضِ مُعْتَمِدًا عَلَى يَدَيْهِ رَافِعًا رَأْسَهُ إِلَى السَّمَاءِ.,Wa rawā muhammadubnu sa'īdin 'an jamā'atin min ahlil-'ilmi anna āminata qālat: lammā hamaltu bihī famā wajadtu lahū masyaqqatan walā ta'abā; wa annahū lammā fuṣila 'anhā kharaja ma'ahū nūrun aḍā'at lahū quṣūrusy-syām wa mā bainal-masyriqi wal-magrib; wa waqa'a 'alal-arḍi mu'tamidan 'alā yadaih rāfi'an ra'sahū ilas-samā'.,"Riwayat Muhammad bin Sa'id: Diriwayatkan dari kalangan ahli ilmu bahwa Siti Aminah bertutur: ""Sewaktu aku mengandungnya, tiada kurasakan kepayahan dan tiada kelelahan. Tatkala ia terlahir dari rahimku, memancarlah bersamanya cahaya suci yang menerangi istana-istana di negeri Syam serta membentang antara timur dan barat, lalu bayi mulia itu bersujud menadahkan kedua tangannya ke bumi dan mengarahkan pandangannya ke langit.""",,50-53,53-56
